premises_text	Premises_text	hypothesis_text	Hipotesis_teks	id_pair	id_premis	label
The star is 528 light-years from Earth.	Bintang ini berjarak 528 tahun cahaya dari Bumi.	The Alpha star has a magnitude of 6.16.	Bintang Alpha memiliki magnitudo 6,16.	105042	10504	n
The star is 528 light-years from Earth.	Bintang ini berjarak 528 tahun cahaya dari Bumi.	The star is at a distance of more than 500 light-years from Earth.	Bintang ini berada pada jarak lebih dari 500 tahun cahaya dari Bumi.	105043	10504	e
The star is 528 light-years from Earth.	Bintang ini berjarak 528 tahun cahaya dari Bumi.	The star is at a distance of less than 500 light-years from Earth.	Bintang ini berada pada jarak kurang dari 500 tahun cahaya dari Bumi.	105044	10504	c
Soon after the official party photo was released, social media was met with comments—and the comments were distasteful.	Tak lama setelah foto resmi partai itu dirilis, media sosial pun disambut dengan komentar—dan komentar-komentar itu tidak sedap dipandang.	Social media was met with comments.	Media sosial mendapat komentar.	105050	10505	e
Soon after the official party photo was released, social media was met with comments—and the comments were distasteful.	Tak lama setelah foto resmi partai itu dirilis, media sosial pun disambut dengan komentar—dan komentar-komentar itu tidak sedap dipandang.	Social media was met with fun comments.	Media sosial mendapat komentar yang menyenangkan.	105051	10505	c
Soon after the official party photo was released, social media was met with comments—and the comments were distasteful.	Tak lama setelah foto resmi partai itu dirilis, media sosial pun disambut dengan komentar—dan komentar-komentar itu tidak sedap dipandang.	Social media is filled with fraudsters.	Media sosial dipenuhi oleh penipu.	105052	10505	n
Soon after the official party photo was released, social media was met with comments—and the comments were distasteful.	Tak lama setelah foto resmi partai itu dirilis, media sosial pun disambut dengan komentar—dan komentar-komentar itu tidak sedap dipandang.	The comments were distasteful.	Komentar itu tidak menyenangkan.	105053	10505	e
Soon after the official party photo was released, social media was met with comments—and the comments were distasteful.	Tak lama setelah foto resmi partai itu dirilis, media sosial pun disambut dengan komentar—dan komentar-komentar itu tidak sedap dipandang.	Social media was not met with comments.	Media sosial tidak mendapat komentar.	105054	10505	c
Soon after the official party photo was released, social media was met with comments—and the comments were distasteful.	Tak lama setelah foto resmi partai itu dirilis, media sosial pun disambut dengan komentar—dan komentar-komentar itu tidak sedap dipandang.	Social media was filled with party photos.	Media sosial dipenuhi dengan foto-foto pesta.	105055	10505	n
Obonk Steak has long existed in Yogyakarta and the consumer target of this restaurant is the upper middle class.	Obonk Steak sudah lama berdiri di Yogyakarta dan target konsumen restoran ini adalah kalangan menengah ke atas.	Obonk Steak stands in Yogyakarta.	Obonk Steak berdiri di Yogyakarta.	105060	10506	e
Obonk Steak has long existed in Yogyakarta and the consumer target of this restaurant is the upper middle class.	Obonk Steak sudah lama berdiri di Yogyakarta dan target konsumen restoran ini adalah kalangan menengah ke atas.	Obonk Steak stands in Depok.	Obonk Steak berdiri di Depok.	105061	10506	c
Obonk Steak has long existed in Yogyakarta and the consumer target of this restaurant is the upper middle class.	Obonk Steak sudah lama berdiri di Yogyakarta dan target konsumen restoran ini adalah kalangan menengah ke atas.	Obonk Steak has been in Yogyakarta since 1977.	Obonk Steak sudah berada di Yogyakarta sejak tahun 1977. Obonk Steak sudah berdiri sejak tahun 1977.	105062	10506	n
Obonk Steak has long existed in Yogyakarta and the consumer target of this restaurant is the upper middle class.	Obonk Steak sudah lama berdiri di Yogyakarta dan target konsumen restoran ini adalah kalangan menengah ke atas.	New Obonk Steak was established.	Obonk Steak baru didirikan.	105064	10506	c
South Purwokerto is a subdistrict in Banyumas Regency, Central Java Province, Indonesia.	Purwokerto Selatan adalah sebuah kecamatan di Kabupaten Banyumas, Provinsi Jawa Tengah, Indonesia.	Banyumas Regency is a county in Central Java Province.	Kabupaten Banyumas adalah sebuah kabupaten yang berada di Provinsi Jawa Tengah. Kabupaten Banyumas merupakan salah satu kabupaten yang berada di Provinsi Jawa Tengah.	105073	10507	e
South Purwokerto is a subdistrict in Banyumas Regency, Central Java Province, Indonesia.	Purwokerto Selatan adalah sebuah kecamatan di Kabupaten Banyumas, Provinsi Jawa Tengah, Indonesia.	There is no district called Banyumas Regency in Central Java Province.	Tidak ada kabupaten yang disebut Kabupaten Banyumas di Provinsi Jawa Tengah.	105074	10507	c
South Purwokerto is a subdistrict in Banyumas Regency, Central Java Province, Indonesia.	Purwokerto Selatan adalah sebuah kecamatan di Kabupaten Banyumas, Provinsi Jawa Tengah, Indonesia.	There is a district called Banyumas Regency in East Java Province.	Ada sebuah kabupaten yang bernama Kabupaten Banyumas di Provinsi Jawa Timur. Kabupaten Banyumas merupakan salah satu kabupaten yang terletak di Provinsi Jawa Timur.	105075	10507	n
Even sporting wines don't go unnoticed, so it's built a football field.	Bahkan anggur olah raga pun tak luput dari perhatian, sehingga dibangun lapangan sepak bola.	The football field was built.	Lapangan sepak bola dibangun.	105080	10508	e
Even sporting wines don't go unnoticed, so it's built a football field.	Bahkan anggur olah raga pun tak luput dari perhatian, sehingga dibangun lapangan sepak bola.	Exercise escapes their minds.	Latihan melarikan diri dari pikiran mereka.	105081	10508	c
Even sporting wines don't go unnoticed, so it's built a football field.	Bahkan anggur olah raga pun tak luput dari perhatian, sehingga dibangun lapangan sepak bola.	Badminton field built.	Lapangan bulu tangkis dibangun.	105085	10508	n
Each board member sits on at least three managing committees, elected or subcommittee.	Setiap anggota dewan duduk pada setidaknya tiga komite pelaksana, terpilih atau subkomite.	Donald is a councillor who does not sit on the subcommittee.	Donald adalah anggota dewan yang tidak duduk di subkomite.	105092	10509	n
Each board member sits on at least three managing committees, elected or subcommittee.	Setiap anggota dewan duduk pada setidaknya tiga komite pelaksana, terpilih atau subkomite.	There are board members sitting on three managing, elected or subcommittee committees.	Ada anggota dewan yang duduk pada tiga komite pengelola, terpilih atau subkomite.	105093	10509	e
Each board member sits on at least three managing committees, elected or subcommittee.	Setiap anggota dewan duduk pada setidaknya tiga komite pelaksana, terpilih atau subkomite.	Donald is a board that sits on only one managing committee, elected or subcommittee.	Donald adalah dewan yang hanya duduk pada satu komite pelaksana, terpilih atau subkomite.	105094	10509	c
The Dutch East Indies Union is under the supervision of Central Europe and is headquartered in Bandung.	Uni Hindia Belanda berada di bawah pengawasan Eropa Tengah dan berkantor pusat di Bandung.	The Dutch East Indies Union is headquartered in Bandung.	Serikat Hindia Belanda berkantor pusat di Bandung.	105100	10510	e
The Dutch East Indies Union is under the supervision of Central Europe and is headquartered in Bandung.	Uni Hindia Belanda berada di bawah pengawasan Eropa Tengah dan berkantor pusat di Bandung.	Central Europe oversees the Dutch East Indies Union.	Eropa Tengah mengawasi Uni Hindia Belanda.	105103	10510	e
The Dutch East Indies Union is under the supervision of Central Europe and is headquartered in Bandung.	Uni Hindia Belanda berada di bawah pengawasan Eropa Tengah dan berkantor pusat di Bandung.	Eastern Europe oversees the Dutch East Indies Union.	Eropa Timur mengawasi Uni Hindia Belanda.	105105	10510	n
During his tenure as head of the college, Kihei's health was terrible and often bedridden.	Selama menjabat sebagai kepala perguruan tinggi, kesehatan Kihei sangat mengerikan dan sering mengalami bedridden.	Kihei never served as head of the college.	Kihei tidak pernah menjabat sebagai kepala perguruan tinggi.	105121	10512	c
During his tenure as head of the college, Kihei's health was terrible and often bedridden.	Selama menjabat sebagai kepala perguruan tinggi, kesehatan Kihei sangat mengerikan dan sering mengalami bedridden.	Kihei is often bedridden.	Kihei sering tidur.	105123	10512	e
During his tenure as head of the college, Kihei's health was terrible and often bedridden.	Selama menjabat sebagai kepala perguruan tinggi, kesehatan Kihei sangat mengerikan dan sering mengalami bedridden.	Kihei rarely lay in bed during his tenure as head of the college.	Kihei jarang berbaring di tempat tidur selama masa jabatannya sebagai kepala perguruan tinggi.	105124	10512	c
During his tenure as head of the college, Kihei's health was terrible and often bedridden.	Selama menjabat sebagai kepala perguruan tinggi, kesehatan Kihei sangat mengerikan dan sering mengalami bedridden.	Before serving as head of the college, Kihei's health was still good.	Sebelum menjabat sebagai kepala perguruan tinggi, kondisi kesehatan Kihei masih baik.	105125	10512	n
The constituency is in the North Kesteven council area, where 62% of voters support leaving the EU.	Daerah pemilihan berada di wilayah dewan Kesteven Utara, di mana 62% pemilih mendukung meninggalkan Uni Eropa.	That constituency is in the North Kesteven council area.	Daerah pemilihan tersebut berada di wilayah dewan Kesteven Utara.	105130	10513	e
The constituency is in the North Kesteven council area, where 62% of voters support leaving the EU.	Daerah pemilihan berada di wilayah dewan Kesteven Utara, di mana 62% pemilih mendukung meninggalkan Uni Eropa.	62% of voters supported leaving the Soviet Union.	62% pemilih mendukung keluar dari Uni Soviet.	105132	10513	n
The constituency is in the North Kesteven council area, where 62% of voters support leaving the EU.	Daerah pemilihan berada di wilayah dewan Kesteven Utara, di mana 62% pemilih mendukung meninggalkan Uni Eropa.	77% of voters support leaving the EU.	77% pemilih mendukung keluar dari Uni Eropa.	105134	10513	c
He is remembered after killing himself in a seppuku manner after a failed coup.	Dia diingat setelah bunuh diri dengan cara seppuku setelah kudeta gagal.	He is remembered for killing himself.	Dia diingat karena bunuh diri.	105140	10514	e
He is remembered after killing himself in a seppuku manner after a failed coup.	Dia diingat setelah bunuh diri dengan cara seppuku setelah kudeta gagal.	He is remembered after killing himself in a seppuku manner after leading a failed coup.	Dia diingat setelah bunuh diri dengan cara seppuku setelah memimpin kudeta yang gagal.	105142	10514	n
He is remembered after killing himself in a seppuku manner after a failed coup.	Dia diingat setelah bunuh diri dengan cara seppuku setelah kudeta gagal.	He killed himself in my seppu.	Dia bunuh diri di seppuku.	105143	10514	e
He is remembered after killing himself in a seppuku manner after a failed coup.	Dia diingat setelah bunuh diri dengan cara seppuku setelah kudeta gagal.	He used the sword of Tano.	Dia menggunakan pedang Tano.	105145	10514	n
Quite a lot of that, in a highly contested area, will cause chaos on election day.	Cukup banyak itu, di daerah yang sangat diperebutkan, akan menyebabkan kekacauan pada hari pemilihan.	That area is very contested.	Daerah itu sangat diperebutkan.	105150	10515	e
Quite a lot of that, in a highly contested area, will cause chaos on election day.	Cukup banyak itu, di daerah yang sangat diperebutkan, akan menyebabkan kekacauan pada hari pemilihan.	As much as anything it won't cause chaos.	Sebanyak apapun itu tidak akan menyebabkan kekacauan.	105154	10515	c
Quite a lot of that, in a highly contested area, will cause chaos on election day.	Cukup banyak itu, di daerah yang sangat diperebutkan, akan menyebabkan kekacauan pada hari pemilihan.	The area was contested on election day.	Daerah ini diperebutkan pada hari pemilihan.	105155	10515	n
Procyon's closest neighbour is the Luyten Star, at a distance of 0.34 pc or 1.11 light-years.	Tetangga terdekat Procyon adalah Bintang Luyten, dengan jarak 0,34 pc atau 1,11 tahun cahaya.	Procyon's closest neighbour is the Luyten Star.	Tetangga terdekat Procyon adalah Bintang Luyten.	105160	10516	e
Procyon's closest neighbour is the Luyten Star, at a distance of 0.34 pc or 1.11 light-years.	Tetangga terdekat Procyon adalah Bintang Luyten, dengan jarak 0,34 pc atau 1,11 tahun cahaya.	Procyon's closest neighbour is the Loyten Star.	Tetangga terdekat Procyon adalah Bintang Loyten.	105161	10516	c
Procyon's closest neighbour is the Luyten Star, at a distance of 0.34 pc or 1.11 light-years.	Tetangga terdekat Procyon adalah Bintang Luyten, dengan jarak 0,34 pc atau 1,11 tahun cahaya.	Star Luyten's closest neighbour is Star Loyten.	Tetangga terdekat Star Luyten adalah Star Loyten.	105162	10516	n
Procyon's closest neighbour is the Luyten Star, at a distance of 0.34 pc or 1.11 light-years.	Tetangga terdekat Procyon adalah Bintang Luyten, dengan jarak 0,34 pc atau 1,11 tahun cahaya.	The 0.34 pc distance equals 1.11 light-years.	Jarak 0,34 pc sama dengan 1,11 tahun cahaya.	105163	10516	e
